,Calories,Density,Frequency,Driving_afterwards,Happiness_score,Belgian,Special,Pct_alcohol,Pct_protein,Pct_yeast,pct_hop,Score_others,Sugar,Water_quality,Acid,Score
3755,115.0,0.9947,Often,0,0.2,no,Y,6.7,10.9,0.78,3.6,3.0,10.2,0.45,0.28,03.Excellent
3756,126.0,0.991,Often,0,3.0,no,Y,7.5,12.7,1.02,6.6,4.7,2.6,0.53,0.36,02.Good
3757,140.0,0.9917,Very Often,0,1.6,no,Y,7.1,12.3,0.64,6.8,4.9,5.2,0.47,0.31,03.Excellent
3758,116.0,0.9894,Very Often,0,8.3,no,Y,6.3,12.5,0.48,5.0,3.6,1.7,0.4,0.44,02.Good
3759,130.0,0.9995,Very Often,0,3.5,yes,Y,6.2,8.8,0.78,4.6,4.0,17.2,0.43,0.36,02.Good
3760,124.0,0.9892,Often,0,2.9,no,Y,6.1,13.1,0.72,6.6,4.6,3.0,0.4,0.3,03.Excellent
3761,182.0,0.9954,Very Often,0,4.8,no,Y,6.4,9.5,1.08,4.8,3.1,8.2,0.5,0.26,01.Bad
3762,116.0,0.9944,Sometimes,0,5.3,no,Y,7.6,9.4,0.92,7.6,3.3,3.4,0.41,0.2,01.Bad
3763,167.0,0.9953,Very Often,0,1.0,no,Y,6.3,9.3,0.78,5.8,3.3,6.5,0.44,0.4,02.Good
3764,31.0,0.9936,Sometimes,0,0.1,yes,Y,5.9,10.5,0.66,13.1,4.7,5.6,0.51,0.0,01.Bad
3765,177.0,0.9956,Very Often,0,9.6,yes,Y,6.3,9.0,0.9,5.8,4.0,7.05,0.42,0.14,01.Bad
3766,144.0,0.991,Very Often,0,7.5,no,Y,7.1,12.2,0.88,4.4,4.6,2.7,0.41,0.74,02.Good
3767,53.0,0.9929,Sometimes,0,4.2,yes,N,6.4,12.2,0.92,7.8,5.0,3.3,0.62,0.33,02.Good
3768,127.0,0.9934,Regular,0,6.2,yes,Y,7.0,10.6,0.68,3.4,3.6,4.0,0.39,0.33,03.Excellent
3769,231.0,10.012,Very Often,0,6.6,yes,Y,8.3,9.2,1.08,4.2,2.1,19.8,0.54,0.49,01.Bad
3770,131.0,0.9933,Often,0,2.2,no,Y,7.2,10.5,0.96,4.8,4.1,1.6,0.45,0.3,01.Bad
3771,88.0,0.9903,Often,0,6.5,no,Y,6.5,12.5,0.72,6.6,4.1,3.8,0.63,0.3,03.Excellent
3772,138.0,10.001,Very Often,0,6.3,yes,Y,6.5,8.8,1.0,4.4,4.5,17.1,0.37,0.25,01.Bad
3773,176.0,0.9945,Very Often,0,3.7,no,Y,6.2,10.4,0.92,5.0,3.6,7.0,0.7,0.54,01.Bad
3774,219.0,0.9996,Very Often,0,7.4,yes,Y,8.0,9.7,0.72,5.0,1.9,17.2,0.46,0.13,01.Bad
3775,72.0,0.997,Often,0,10.0,yes,N,7.2,9.4,1.66,8.2,5.6,2.1,0.52,0.3,01.Bad
3776,54.0,0.9966,Almost_never,0,4.9,yes,N,7.6,9.4,1.64,12.4,5.0,2.2,0.52,0.32,01.Bad
3777,179.0,0.9919,Very Often,0,9.6,yes,Y,6.7,11.3,0.84,4.8,2.5,3.85,0.59,0.3,03.Excellent
3778,69.0,0.99,Regular,0,4.7,no,Y,7.3,12.2,0.42,4.8,2.8,2.0,0.56,0.43,02.Good
3779,183.0,0.9978,Very Often,0,1.3,yes,Y,7.4,9.0,0.76,4.2,1.8,12.3,0.48,0.8,01.Bad
3780,204.0,0.9974,Very Often,0,2.5,no,Y,6.2,9.6,0.92,5.8,3.4,13.1,0.41,0.26,02.Good
3781,28.0,0.9988,Almost_never,0,7.2,yes,N,9.6,10.2,1.74,13.6,3.3,2.2,0.6,0.24,01.Bad
3782,87.0,0.9898,Often,0,5.4,no,Y,7.1,12.7,0.86,3.6,4.2,1.4,0.37,0.36,03.Excellent
3783,27.0,0.9959,Sometimes,0,9.1,no,N,7.5,10.4,1.78,11.4,4.5,2.6,0.59,0.08,02.Good
3784,18.0,0.9968,Sometimes,0,4.6,yes,N,7.2,11.2,1.78,9.6,5.0,5.5,0.68,0.07,03.Excellent
3785,206.0,0.9968,Very Often,0,10.0,yes,Y,6.4,9.4,0.94,6.4,2.8,10.7,0.6,0.5,01.Bad
3786,179.0,0.9966,Very Often,0,9.0,no,Y,6.3,9.3,1.0,4.8,2.6,11.9,0.58,0.22,02.Good
3787,60.0,0.9968,Often,0,9.1,yes,N,8.9,9.4,1.54,4.4,5.2,1.8,0.53,0.48,02.Good
3788,163.0,0.9941,Very Often,0,2.4,no,Y,7.4,10.3,1.06,6.0,3.1,5.2,0.45,0.3,02.Good
3789,172.0,0.9958,Very Often,0,1.9,no,Y,6.3,9.7,0.78,5.2,6.0,7.2,0.64,0.24,02.Good
3790,156.0,0.992,Very Often,0,7.7,no,Y,7.3,11.1,0.64,4.6,3.0,1.8,0.35,0.37,02.Good
3791,182.0,0.9957,Very Often,0,5.7,yes,Y,6.4,9.1,0.9,4.2,4.0,7.4,0.46,0.44,01.Bad
3792,121.0,0.9918,Often,0,0.2,no,Y,6.8,11.9,0.74,4.4,2.3,6.9,0.39,0.31,03.Excellent
3793,115.0,0.9978,Very Often,0,5.1,no,Y,6.1,9.0,0.88,7.2,3.3,15.0,0.51,0.58,01.Bad
3794,42.0,0.9978,Sometimes,0,6.3,no,N,7.5,9.0,1.6,8.4,4.6,1.6,0.64,0.31,01.Bad
3795,114.0,0.9905,Very Often,0,5.9,no,Y,6.3,10.9,0.8,5.1,2.2,1.1,0.39,0.37,02.Good
3796,31.0,0.9966,Sometimes,0,7.4,no,N,7.7,9.6,1.24,9.8,5.2,1.9,0.64,0.26,01.Bad
3797,97.0,0.9915,Often,0,1.9,no,Y,7.3,12.6,0.74,8.0,3.4,6.5,0.58,0.28,03.Excellent
3798,22.0,0.9986,Almost_never,0,6.2,no,N,8.9,10.3,1.9,11.8,5.0,2.3,0.58,0.39,01.Bad
3799,26.0,0.9953,Almost_never,0,8.2,yes,N,10.1,12.5,1.3,5.4,3.5,2.3,0.53,0.54,02.Good
3800,156.0,0.9944,Very Often,0,6.9,yes,Y,7.6,11.0,0.42,6.2,2.8,8.8,0.38,0.27,03.Excellent
3801,215.0,0.9954,Very Often,0,5.1,no,Y,6.7,10.3,1.18,6.2,4.7,6.8,0.56,0.34,01.Bad
3802,111.0,0.9927,Regular,0,7.7,yes,Y,4.8,11.5,0.68,5.2,5.7,10.6,0.28,0.23,03.Excellent
3803,100.0,0.9936,Sometimes,0,5.4,yes,Y,6.3,9.8,0.94,5.4,4.3,2.9,0.43,0.23,01.Bad
3804,116.0,0.9907,Regular,0,7.4,yes,Y,5.6,13.7,0.78,9.8,5.4,4.5,0.9,0.13,03.Excellent
3805,105.0,0.9905,Often,0,0.9,yes,Y,6.9,11.4,0.46,3.8,3.0,1.15,0.38,0.38,01.Bad
3806,32.0,0.9940000000000001,Often,0,9.4,yes,N,6.2,11.3,1.06,11.2,6.4,1.7,0.6,0.09,01.Bad
3807,15.0,1.0,Almost_never,0,6.6,no,N,11.7,9.2,1.66,9.8,3.6,2.2,0.43,0.49,01.Bad
3808,135.0,0.9935,Often,0,4.7,yes,Y,7.0,11.6,0.9,7.2,2.9,10.5,0.33,0.32,03.Excellent
3809,108.0,0.9932,Often,0,0.9,no,Y,6.3,9.9,3.44,4.8,4.3,1.4,0.39,0.74,02.Good
3810,154.0,0.9923,Very Often,0,3.4,no,Y,5.8,10.2,0.86,4.6,3.8,2.0,0.39,0.2,02.Good
3811,57.0,0.9926,Almost_never,0,8.0,no,Y,7.6,10.4,0.68,9.6,2.6,1.2,0.54,0.37,01.Bad
3812,113.0,0.9905,Regular,0,2.2,no,Y,5.7,12.4,0.52,8.0,3.6,5.1,0.67,0.35,02.Good
3813,230.0,0.9974,Very Often,0,6.3,no,Y,6.4,8.9,0.66,5.2,2.8,12.6,0.38,0.43,01.Bad
3814,115.0,0.9964,Regular,0,7.2,yes,Y,5.7,9.9,0.68,7.7,4.3,12.6,0.63,0.04,02.Good
3815,227.0,0.9966,Very Often,0,9.1,yes,Y,7.3,9.0,0.88,5.8,3.1,8.3,0.47,0.37,01.Bad
3816,68.0,0.9995,Often,0,2.5,yes,N,12.5,10.4,1.66,7.4,3.3,2.6,0.82,0.55,02.Good
3817,97.0,0.9951,Often,0,6.7,yes,Y,8.1,10.1,1.0,5.6,4.2,6.9,0.44,0.4,02.Good
3818,149.0,0.9936,Often,0,2.0,no,Y,7.2,9.2,0.96,5.4,2.9,2.4,0.51,0.27,02.Good
3819,153.0,0.9972,Very Often,0,2.2,no,Y,6.4,8.8,0.84,4.2,3.3,11.6,0.43,0.5,01.Bad
3820,191.0,0.9966,Very Often,0,1.3,yes,Y,7.6,9.3,0.98,6.0,2.8,10.2,0.4,0.22,02.Good
3821,145.0,0.9894,Very Often,0,6.9,yes,Y,6.5,12.4,0.68,5.2,3.4,1.3,0.54,0.31,02.Good
3822,68.0,0.9969,Often,0,2.1,yes,N,7.1,9.4,1.64,6.8,5.7,2.0,0.48,0.28,01.Bad
3823,103.0,0.9947,Often,0,5.0,no,Y,6.4,9.7,0.96,2.0,5.5,4.9,0.79,0.35,02.Good
3824,105.0,0.9958,Very Often,0,4.4,no,Y,7.0,10.7,0.84,2.6,2.6,12.85,0.55,0.37,02.Good
3825,138.0,0.9894,Often,0,0.2,yes,Y,5.9,12.7,0.54,6.4,5.0,2.1,0.42,0.33,02.Good
3826,209.0,0.9978,Very Often,0,0.6,yes,Y,6.4,9.0,1.52,8.4,3.1,12.8,0.58,0.74,02.Good
3827,151.0,0.998,Often,0,6.2,yes,N,9.8,9.5,1.58,24.8,3.3,2.0,0.53,0.34,01.Bad
3828,125.0,0.9922,Often,0,6.5,yes,Y,6.7,10.8,0.78,3.4,4.2,2.0,0.6,0.37,03.Excellent
3829,72.0,0.9954,Regular,0,2.0,yes,N,8.8,11.8,1.2,6.0,5.2,2.3,0.72,0.38,02.Good
3830,28.0,0.9990000000000001,Almost_never,0,4.3,yes,N,9.1,10.3,1.56,4.4,5.3,2.1,0.87,0.24,02.Good
3831,80.0,0.9889,Often,0,3.1,no,Y,7.2,12.7,0.62,5.4,2.4,1.2,0.33,0.31,02.Good
3832,107.0,0.9921,Often,0,5.2,no,Y,6.8,11.5,0.76,4.2,2.0,7.0,0.82,0.37,02.Good
3833,167.0,0.9948,Very Often,0,6.0,yes,Y,7.7,11.3,0.62,8.8,3.1,11.2,0.43,0.24,03.Excellent
3834,178.0,0.9931,Very Often,0,2.9,yes,Y,7.7,10.6,0.98,5.8,3.5,2.3,0.64,0.48,02.Good
3835,200.0,0.9955,Often,0,0.8,no,Y,6.3,9.4,0.98,5.4,3.4,7.6,0.54,0.51,01.Bad
3836,56.0,0.9967,Regular,0,1.8,no,N,7.3,9.2,1.48,18.2,4.9,1.8,0.56,0.1,01.Bad
3837,149.0,0.9952,Often,0,9.6,no,Y,7.8,10.0,0.86,9.8,3.8,7.0,0.33,0.49,01.Bad
3838,25.0,0.9951,Sometimes,0,3.2,no,N,9.6,12.4,1.48,6.6,5.0,2.2,0.76,0.52,03.Excellent
3839,24.0,0.9958,Sometimes,0,6.2,no,N,11.9,12.8,1.56,7.4,2.2,2.3,0.65,0.69,02.Good
3840,46.0,0.9976,Regular,0,1.9,no,N,8.8,9.3,1.76,12.2,4.2,2.8,0.51,0.3,01.Bad
3841,10.0,0.9936,Almost_never,0,7.7,yes,N,8.2,12.8,1.04,5.6,4.7,2.4,0.7,0.4,03.Excellent
3842,35.0,0.9994,Regular,0,9.7,no,N,11.9,10.8,1.9,7.8,2.9,2.8,0.61,0.69,02.Good
3843,113.0,0.9919,Often,0,6.5,no,Y,6.7,12.9,0.64,7.0,3.2,9.0,0.65,0.32,03.Excellent
3844,177.0,0.9948,Often,0,4.4,no,Y,6.6,11.2,0.66,5.6,3.1,12.9,0.39,0.3,02.Good
3845,113.0,0.9943,Often,0,6.9,no,Y,6.2,8.4,1.04,6.2,3.4,3.3,0.48,0.23,01.Bad
3846,23.0,0.9974,Sometimes,0,7.4,no,N,8.3,9.6,1.52,5.2,4.2,1.4,0.7,0.37,02.Good
3847,194.0,0.9979,Very Often,0,2.6,no,Y,7.2,9.0,1.16,4.6,2.9,14.3,0.44,0.38,02.Good
3848,140.0,0.9904,Very Often,0,4.4,no,Y,6.1,12.5,0.6,5.6,3.4,4.7,0.42,0.27,03.Excellent
3849,100.0,0.9902,Almost_never,0,8.4,no,Y,7.6,11.4,0.74,9.6,2.4,0.8,0.39,0.37,01.Bad
3850,202.0,0.9955,Very Often,0,8.9,yes,Y,6.3,9.6,1.06,7.2,3.7,8.3,0.51,0.5,02.Good
3851,112.0,0.9909,Very Often,0,3.2,no,Y,6.7,11.0,0.98,4.2,2.3,1.4,0.5,0.34,02.Good
3852,24.0,0.9978,Almost_never,0,6.5,no,N,10.5,11.0,1.32,4.8,3.3,2.1,0.9,0.47,03.Excellent
3853,170.0,10.004,Very Often,0,5.8,no,Y,8.4,8.9,1.1,4.0,4.8,11.8,0.82,0.38,02.Good
3854,162.0,0.9903,Very Often,0,2.4,no,Y,7.6,12.4,0.56,7.4,2.2,3.2,0.33,0.34,02.Good
3855,82.0,0.9971,Regular,0,0.4,yes,N,7.4,9.7,1.64,7.4,4.7,2.6,0.68,0.43,02.Good
3856,32.0,0.9988,Almost_never,0,0.9,yes,N,9.5,10.6,1.54,15.6,4.2,1.9,0.56,0.22,02.Good
3857,123.0,0.9891,Often,0,2.2,yes,Y,5.9,13.7,0.6,3.4,5.3,3.1,0.33,0.29,03.Excellent
3858,163.0,1.0,Very Often,0,0.4,no,Y,7.4,9.1,1.12,3.6,5.4,13.1,0.35,0.36,02.Good
3859,160.0,0.997,Very Often,0,5.0,no,Y,6.8,9.6,0.94,5.4,3.4,13.0,0.5,0.3,02.Good
3860,151.0,0.996,Very Often,0,1.3,no,Y,6.4,9.2,0.94,7.6,3.0,7.2,0.6,0.24,01.Bad
3861,54.0,0.9996,Regular,0,2.3,no,N,10.4,9.9,1.52,8.2,3.3,3.2,0.89,0.55,02.Good
3862,97.0,0.9906,Sometimes,0,4.4,no,Y,5.9,11.8,0.7,5.4,2.9,5.0,0.33,0.27,03.Excellent
3863,195.0,1.0,Very Often,0,2.2,no,Y,7.3,9.1,0.98,5.2,2.6,17.85,0.44,0.33,03.Excellent
3864,110.0,0.9991,Regular,0,0.0,no,N,7.0,10.2,1.36,12.0,4.5,4.5,1.17,0.3,01.Bad
3865,126.0,0.9938,Regular,0,9.6,yes,Y,8.1,10.9,0.74,10.0,3.8,1.1,0.42,0.47,01.Bad
3866,151.0,0.9953,Very Often,0,4.4,no,Y,6.5,9.3,3.7,7.2,3.5,6.7,0.42,0.36,01.Bad
3867,133.0,0.9978,Very Often,0,7.7,no,Y,7.5,8.8,0.94,4.6,2.1,11.0,0.38,0.68,01.Bad
3868,48.0,0.9952,Often,0,4.5,no,N,6.6,12.3,1.18,16.8,6.2,2.3,0.56,0.03,03.Excellent
3869,203.0,0.9951,Often,0,0.7,yes,Y,6.9,10.4,1.08,6.0,5.3,4.5,0.57,0.36,01.Bad
3870,166.0,0.992,Often,0,1.3,no,Y,8.0,11.3,0.8,7.4,2.2,1.6,0.55,0.32,03.Excellent
3871,110.0,0.9944,Very Often,0,6.6,yes,Y,5.6,9.5,0.96,3.7,4.2,7.1,0.41,0.19,02.Good
3872,105.0,0.9940000000000001,Often,0,1.0,yes,Y,7.4,10.6,0.96,3.6,6.2,1.3,0.66,0.27,02.Good
3873,110.0,0.9926,Regular,0,8.5,yes,Y,7.4,10.9,0.7,5.8,2.7,1.7,0.38,0.31,01.Bad
3874,73.0,0.9894,Sometimes,0,9.9,no,Y,6.2,12.6,0.64,7.2,1.4,3.2,0.69,0.27,03.Excellent
3875,17.0,0.9996,Almost_never,0,0.3,yes,N,11.2,11.2,2.0,10.0,3.9,5.15,0.62,0.74,01.Bad
3876,96.0,0.9981,Often,0,8.2,no,N,9.0,10.0,1.62,16.4,5.0,2.4,0.53,0.05,01.Bad
3877,106.0,0.9875,Often,0,2.4,no,Y,4.7,14.0,0.72,9.1,3.8,1.9,0.83,0.18,03.Excellent
3878,130.0,0.9926,Very Often,0,9.8,no,Y,6.1,9.7,1.8,3.4,2.7,1.9,0.41,0.21,01.Bad
3879,151.0,0.9963,Very Often,0,3.3,yes,Y,7.2,9.2,1.1,8.0,3.7,8.5,0.52,0.24,01.Bad
3880,109.0,0.9947,Regular,0,5.4,yes,Y,8.6,9.7,0.7,4.6,3.3,4.2,0.53,0.4,01.Bad
3881,132.0,0.9954,Very Often,0,4.7,no,Y,6.3,9.1,0.86,4.6,1.1,10.4,0.46,0.5,02.Good
3882,144.0,0.9958,Often,0,9.1,no,Y,7.7,10.2,1.1,3.6,4.0,5.8,0.54,0.35,02.Good
3883,7.0,0.9946,Almost_never,0,4.6,no,N,6.9,11.4,2.04,7.8,5.6,2.1,0.58,0.24,01.Bad
3884,169.0,0.9959,Very Often,0,6.8,no,Y,8.0,10.6,0.9,5.6,3.5,7.1,0.43,0.42,01.Bad
3885,184.0,0.9922,Often,0,6.3,no,Y,6.5,10.7,0.8,5.2,4.4,1.4,0.46,0.34,01.Bad
3886,238.0,0.9977,Very Often,0,0.8,yes,Y,6.1,8.6,1.06,6.8,3.4,12.0,0.48,0.31,01.Bad
3887,100.0,0.9957,Regular,0,4.5,yes,Y,8.7,10.1,1.34,9.0,4.3,1.5,0.57,0.4,02.Good
3888,152.0,0.9938,Very Often,0,5.3,no,Y,6.8,10.8,1.08,4.4,3.7,5.9,0.57,0.32,02.Good
3889,182.0,0.9954,Very Often,0,1.2,yes,Y,6.4,9.5,1.08,4.8,3.1,8.2,0.5,0.26,01.Bad
3890,103.0,0.9953,Very Often,0,6.1,no,Y,6.8,10.5,1.1,3.8,2.0,9.85,0.56,0.4,02.Good
3891,123.0,0.9896,Very Often,0,1.0,yes,Y,7.2,12.1,0.62,3.2,3.1,1.0,0.4,0.29,03.Excellent
3892,224.0,0.9996,Very Often,0,6.0,no,Y,6.7,9.1,1.14,6.0,3.0,18.5,0.53,0.44,01.Bad
3893,82.0,0.993,Often,0,3.8,yes,Y,6.8,9.8,0.98,3.4,2.2,5.1,0.38,0.17,02.Good
3894,42.0,0.9946,Regular,0,5.9,yes,N,6.2,11.7,1.9,7.2,6.6,2.2,0.57,0.24,02.Good
3895,113.0,0.9936,Almost_never,0,5.0,no,Y,6.8,10.2,0.82,4.2,1.9,6.4,0.59,0.62,01.Bad
3896,85.0,0.9909,Often,0,3.7,yes,Y,6.7,11.7,0.66,8.2,2.6,2.6,0.34,0.27,02.Good
3897,176.0,0.9945,Very Often,0,9.2,yes,Y,6.2,10.4,0.92,5.0,3.6,7.0,0.7,0.54,01.Bad
3898,72.0,0.9959,Sometimes,0,1.3,no,N,7.4,9.2,2.12,11.0,2.6,2.2,0.63,0.22,01.Bad
3899,116.0,0.9927,Regular,0,4.9,no,Y,8.3,10.2,0.86,4.4,2.2,1.1,0.47,0.34,02.Good
3900,62.0,0.9994,Often,0,0.8,yes,N,10.0,10.2,1.8,11.8,3.6,2.2,0.63,0.31,02.Good
3901,90.0,0.9916,Often,0,3.6,yes,Y,6.8,11.2,0.94,2.8,4.3,1.4,0.54,0.18,02.Good
3902,119.0,0.9974,Often,0,8.2,yes,Y,7.5,9.4,1.3,6.6,3.4,12.4,0.39,0.39,01.Bad
3903,69.0,0.9909,Sometimes,0,9.1,no,Y,5.5,10.8,0.66,6.3,3.1,2.6,0.59,0.38,02.Good
3904,46.0,0.9979,Sometimes,0,7.2,no,N,9.6,10.0,1.78,11.2,3.0,2.8,0.92,0.31,02.Good
3905,189.0,0.9953,Very Often,0,8.4,no,Y,6.6,9.8,0.9,5.4,4.6,5.3,0.79,0.29,01.Bad
3906,107.0,0.998,Often,0,0.5,yes,Y,7.1,9.2,1.48,5.2,1.9,14.45,0.42,0.32,02.Good
3907,77.0,0.9932,Regular,0,5.9,no,Y,6.1,10.3,0.92,3.2,7.3,1.4,0.57,0.24,02.Good
3908,116.0,0.9911,Sometimes,0,3.0,no,Y,6.0,11.8,0.88,6.8,5.2,3.8,0.44,0.32,03.Excellent
3909,111.0,0.9919,Very Often,0,1.7,no,Y,6.4,11.9,0.76,6.2,3.6,5.8,0.53,0.5,03.Excellent
3910,47.0,0.9956,Regular,0,4.4,no,N,7.4,10.4,1.32,8.2,5.0,1.8,0.62,0.24,01.Bad
3911,104.0,0.9909,Often,0,7.8,yes,Y,5.8,14.05,0.82,12.2,4.2,8.4,0.72,0.01,03.Excellent
3912,148.0,0.9927,Regular,0,5.1,yes,Y,6.0,9.63,1.32,8.2,4.5,1.1,0.47,0.23,01.Bad
3913,30.0,0.9978,Sometimes,0,3.7,no,N,9.1,9.3,1.4,10.4,4.0,1.3,0.6,0.33,01.Bad
3914,122.0,0.9948,Very Often,0,2.3,yes,Y,7.2,10.6,0.7,4.2,3.1,10.5,0.4,0.31,02.Good
3915,119.0,0.9908,Often,0,6.2,no,Y,6.5,12.4,0.74,7.2,4.1,3.2,0.65,0.28,03.Excellent
3916,201.0,0.998,Often,0,3.2,no,Y,7.6,9.2,1.26,5.7,2.2,14.6,0.45,0.32,01.Bad
3917,184.0,0.9998,Very Often,0,8.3,yes,Y,7.8,8.9,0.88,5.0,3.9,13.7,0.75,0.34,01.Bad
3918,18.0,0.998,Almost_never,0,7.6,yes,N,11.9,10.0,1.42,11.6,2.9,1.9,0.63,0.58,02.Good
3919,133.0,0.9948,Very Often,0,1.2,yes,Y,6.1,10.8,1.0,4.8,3.9,11.5,0.37,0.27,02.Good
3920,10.0,0.9971,Almost_never,0,0.1,yes,N,10.2,9.6,1.4,8.4,2.5,3.4,0.63,0.57,01.Bad
3921,21.0,0.996,Almost_never,0,8.0,yes,N,7.8,9.8,3.56,10.0,4.3,1.8,0.87,0.12,02.Good
3922,140.0,0.9978,Often,0,4.3,no,Y,6.5,10.1,1.28,5.0,3.7,17.4,0.49,0.27,02.Good
3923,156.0,0.9978,Very Often,0,7.6,no,Y,6.7,9.9,1.2,5.0,5.2,13.5,0.46,0.26,02.Good
3924,163.0,0.9924,Often,0,8.0,no,Y,6.3,10.3,0.98,3.8,4.6,1.8,0.5,0.21,02.Good
3925,125.0,0.9917,Regular,0,6.2,yes,Y,8.8,12.7,0.68,6.6,1.9,2.1,0.98,0.36,02.Good
3926,101.0,0.9912,Regular,0,8.5,yes,Y,6.6,11.6,0.76,5.6,4.4,1.7,0.57,0.36,02.Good
3927,101.0,0.9919,Often,0,7.0,yes,Y,7.8,11.0,0.32,4.0,2.1,5.0,0.39,0.32,02.Good
3928,213.0,0.9972,Very Often,0,2.6,no,Y,7.8,9.3,1.12,5.8,2.8,9.5,0.61,0.22,02.Good
3929,125.0,0.9994,Often,0,9.4,yes,Y,6.0,8.6,0.84,4.2,5.2,13.1,0.45,0.29,01.Bad
3930,123.0,0.9895,Very Often,0,8.3,no,Y,6.7,12.6,0.7,4.2,4.0,1.5,0.36,0.34,03.Excellent
3931,199.0,0.9939,Very Often,0,9.5,yes,Y,6.3,11.7,0.68,6.0,5.2,8.2,0.49,0.91,02.Good
3932,65.0,0.9932,Often,0,9.0,no,Y,6.8,11.1,1.08,14.6,3.1,6.6,0.28,0.2,01.Bad
3933,92.0,0.9922,Often,0,0.5,no,Y,5.9,10.9,0.66,4.8,5.2,2.0,0.69,0.3,03.Excellent
3934,141.0,0.9968,Often,0,9.6,yes,N,8.1,9.4,2.34,13.4,3.5,1.8,0.62,0.55,01.Bad
3935,97.0,0.9903,Very Often,0,9.1,no,Y,6.5,12.6,0.76,6.0,3.7,4.0,0.6,0.27,03.Excellent
3936,116.0,0.9959,Very Often,0,9.0,no,Y,8.4,10.8,0.66,11.6,2.1,12.15,0.39,0.27,02.Good
3937,130.0,0.995,Often,0,1.2,yes,Y,6.6,10.5,0.76,4.0,3.0,10.9,0.44,0.27,03.Excellent
3938,210.0,0.9977,Often,0,8.8,yes,Y,6.2,9.2,1.92,8.8,6.5,7.7,0.72,0.18,01.Bad
3939,128.0,0.9919,Very Often,0,2.9,yes,Y,6.6,12.1,0.66,3.0,3.6,6.0,0.71,0.32,03.Excellent
3940,108.0,0.9964,Often,0,0.3,yes,N,7.2,9.4,1.64,12.2,4.1,4.0,0.51,0.08,01.Bad
3941,114.0,0.9937,Often,0,5.6,no,Y,6.9,11.0,0.6,4.6,3.9,8.0,0.54,0.41,02.Good
3942,17.0,0.9977,Sometimes,0,9.5,yes,N,9.1,10.5,1.3,10.0,4.7,1.9,0.71,0.3,02.Good
3943,182.0,0.9958,Very Often,0,0.3,yes,Y,7.1,9.6,1.04,3.4,4.9,7.4,0.52,0.38,02.Good
3944,159.0,0.9913,Often,0,7.6,yes,Y,7.7,11.2,0.9,5.2,2.2,2.6,0.5,0.51,02.Good
3945,185.0,0.9984,Very Often,0,1.9,yes,Y,6.2,9.4,0.62,5.2,4.6,15.3,0.61,0.32,01.Bad
3946,118.0,0.9991,Very Often,0,6.0,yes,Y,6.6,8.8,0.94,4.4,2.8,17.3,0.46,0.23,02.Good
3947,134.0,0.9929,Almost_never,0,8.0,yes,Y,6.9,11.4,0.94,5.4,3.3,1.7,0.69,0.41,02.Good
3948,167.0,0.9940000000000001,Sometimes,0,10.0,no,Y,7.8,9.9,1.16,4.8,3.8,2.1,0.55,0.38,01.Bad
3949,122.0,0.9918,Very Often,0,2.1,yes,Y,8.4,10.8,0.76,4.4,3.2,1.3,0.54,0.3,03.Excellent
3950,118.0,0.9956,Often,0,0.0,no,Y,6.8,9.0,1.18,3.0,5.5,4.7,0.39,0.33,03.Excellent
3951,192.0,0.9979,Very Often,0,8.1,yes,Y,7.2,9.0,1.16,4.6,2.0,14.2,0.48,0.39,03.Excellent
3952,113.0,0.9966,Sometimes,0,0.8,no,N,8.3,9.8,1.66,13.1,3.5,2.3,0.66,0.12,01.Bad
3953,102.0,0.9903,Often,0,4.8,yes,Y,7.1,12.8,0.5,7.2,4.8,1.8,0.59,0.24,02.Good
3954,123.0,0.9949,Often,0,2.1,yes,Y,6.6,9.0,1.14,11.6,4.0,5.1,0.38,0.3,01.Bad
3955,103.0,0.9925,Regular,0,1.7,no,Y,5.2,12.2,1.06,7.6,4.3,7.7,0.45,0.26,02.Good
3956,194.0,0.9979,Very Often,0,3.1,yes,Y,7.2,9.0,1.16,4.6,2.9,14.3,0.44,0.38,02.Good
3957,118.0,0.9953,Often,0,6.9,no,Y,8.2,10.9,0.72,5.8,1.9,9.1,0.4,0.33,03.Excellent
3958,77.0,0.9975,Almost_never,0,7.3,no,N,8.2,9.1,1.9,12.8,3.2,2.0,0.62,0.27,02.Good
3959,101.0,0.9928,Often,0,8.0,no,Y,6.4,11.0,0.94,4.2,3.3,5.9,0.4,0.28,02.Good
3960,129.0,0.9940000000000001,Regular,0,3.4,yes,Y,6.0,9.3,3.14,9.9,2.4,5.0,0.36,0.27,01.Bad
3961,156.0,0.9932,Very Often,0,0.5,yes,Y,6.4,11.2,0.92,4.4,5.1,4.9,0.55,0.32,02.Good
3962,122.0,0.9914,Very Often,0,2.7,yes,Y,7.2,11.3,0.88,4.2,2.2,3.1,0.6,0.29,02.Good
3963,94.0,0.9969,Regular,0,7.0,yes,N,7.9,9.5,1.52,11.6,3.8,2.3,0.58,0.23,02.Good
3964,119.0,0.998,Regular,0,7.5,yes,N,8.6,9.3,1.98,12.6,2.9,2.9,0.52,0.17,01.Bad
3965,158.0,0.9976,Very Often,0,0.7,yes,Y,8.1,10.2,1.04,5.2,2.4,11.1,0.49,0.33,03.Excellent
3966,18.0,0.9924,Sometimes,0,5.0,no,N,7.1,12.8,1.18,15.0,5.2,2.2,0.4,0.01,02.Good
